Geneid	RNA STAR on data 13, data 25, and data 24: mapped.bam
OR2U2P	0
OR2U1P	0
OR2G1P	0
LOC101929006	0
OR2H4P	0
OR2J4P	0
OR2J2	0
OR2N1P	0
OR2J3	11
OR2J1	0
OR2B3	0
SAR1AP1	0
OR2P1P	0
OR2W1	0
LOC100129636	0
OR2AD1P	0
LOC105375002	0
ZNF311	8
TRL-AAG3-1	0
HCG15	2
TRE-CTC1-6	0
TRF-GAA1-2	0
RN7SL471P	0
KRT18P1	0
TRM-CAT3-2	0
TRK-TTT3-3	0
TRM-CAT3-1	0
LINC01556	0
TRL-AAG2-2	0
TRQ-CTG1-3	0
TRL-CAA1-2	0
RNU6-930P	0
TRIM27	2
HCG14	0
TRL-CAA1-1	0
ZNF90P2	0
TRR-CCG1-2	0
TRA-AGC2-2	0
RPL13P	0
LINC01623	0
TRA-AGC2-1	0
TRF-GAA4-1	0
TRA-TGC5-1	0
TRF-GAA3-1	2
TRA-TGC7-1	0
TRA-AGC1-1	0
TRF-GAA1-1	17
TRA-TGC1-1	0
NOP56P1	0
TRA-AGC23-1	0
TRA-TGC6-1	0
TRK-TTT7-1	0
TRR-CCG1-1	0
RPSAP2	7
TRA-CGC4-1	0
TRF-GAA11-1	0
TRT-AGT3-1	0
TRA-AGC7-1	0
TRA-CGC5-1	1
TRK-TTT13-1	0
LOC100288016	0
LOC105374297	0
LOC105374298	0
SDHAP2	0
MIR570	0
SMBD1P	27
MIR570HG	1
MUC20	2
MUC4	12
LOC112268340	0
LYPLA2P1	3
MYL12BP3	0
DAXX	8
ZBTB22	1
TAPBP	14
RGL2	4
MIR6834	0
PFDN6	0
MIR6873	0
WDR46	0
B3GALT4	0
RING1	0
MIR219A1	0
HSD17B8	0
SLC39A7	0
RNY4P10	0
RXRB	4
HCG24	2
LOC105375021	1
RNU1-116P	0
HLA-DRB2	1
HLA-DRB3	54
LOC105379657	0
RNA5SP206	0
C4A	0
ZBTB12	0
SNORD52	0
SNORD48	2
SNHG32	3
HSPA1B	67
HSPA1A	0
HSPA1L	0
LSM2	1
LOC105379656	0
DHFRP2	2
CCHCR1	32
POLR2LP1	1
PSORS1C2	2
CDSN	1
PSORS1C1	2
C6orf15	0
MUC21	24
NAPGP2	0
HCG21	0
MUCL3	26
SFTA2	849
VARS2	22
GTF2H4	16
MIR4640	0
DDR1	258
LINC02570	0
RPL7P4	0
NRM	0
PPP1R18	0
TRIM26BP	5
MICD	0
HLA-W	0
MICF	0
LOC107987452	0
RPL23AP1	0
HCG4P11	2
OR2H2	0
RPL13AP	0
SNORD32B	0
TMEM183AP1	0
OR2H5P	0
UBD	0
TRV-AAC6-1	0
LOC112268339	0
LOC112268337	0
HLA-DQB1-AS1	23
LOC107987449	0
FKBPL	4
ATF6B	90
LOC110384692	0
LOC112267902	2
WASF5P	0
LOC107987448	0
HCG4P8	0
LOC107987447	1
HCG9P5	0
LOC112268336	0
LOC100294188	0
LOC112268335	0
HLA-S	0
ZDHHC20P2	0
RN7SKP186	0
TMPOP1	0
LOC107987443	0
TCF20	11
CYP2D8P	0
CYP2D7	13
LOC112268333	1
LOC102723722	9
CYP2D6	1
LOC105373047	0
OLA1P1	0
NDUFA6-DT	0
NDUFA6	0
SMDT1	0
PHETA2	43
LOC112268334	0
MUC2	1
LOC107987157	0
LINC02688	0
MUC6	0
AP2A2	247
RNU6-1025P	0
LOC105377779	0
MIR3674	0
CLN8	0
CLN8-AS1	0
LOC100130321	1
LOC105377778	0
DLGAP2	0
DLGAP2-AS1	0
HLA-DPA3	0
LOC112267927	0
LOC100294160	0
LOC107987440	0
LINC01596	0
LOC105377619	4
FRG1-DT	0
RNU1-51P	0
LOC105377616	0
LOC107987311	0
LINC01262	0
LOC105377615	1
HSP90AA4P	0
LOC105377614	0
KRT18P53	0
FABP5P13	0
LOC102723840	0
PPP2R3B	4
LOC101929829	0
LOC107987438	0
LOC107987441	0
LOC105372225	0
SALL3	3
LINC01896	0
LOC105372221	0
LOC105372220	0
LOC105372219	0
WNT9B	0
LOC101929777	0
WNT3	1
RPS7P11	19
LOC107985026	2
NSF	21
FAM215B	3
RN7SL199P	1
LRRC37A2	18
ARL17A	6
RDM1P2	3
LOC100132570	13
DND1P2	1
MAPK8IP1P1	11
KANSL1-AS1	4
LOC107985027	0
KANSL1	52
STH	0
LOC105371800	1
MAPT-IT1	0
MAPT	19
SPPL2C	0
MAPT-AS1	0
CRHR1	0
LOC107985028	0
LOC105371802	0
ARF2P	1
LINC02210-CRHR1	0
LINC02210	6
RPS26P8	52
MAPK8IP1P2	18
LOC105376839	0
DND1P1	1
RDM1P1	0
LOC102724345	22
LRRC37A4P	1
LOC112267925	0
LRRC37A3	30
LOC105369225	0
MIR4315-1	0
PLEKHM1	57
ARHGAP27	99
LOC105371796	0
RNA5SP443	0
KRTAP9-12P	6
KRTAP9-2	0
KRTAP9-4	0
KRTAP9-9	0
KRTAP9-6	0
KRTAP9-11P	0
KRTAP9-7	0
KRTAP9-10P	0
KRTAP29-1	0
LOC102724956	0
TBC1D3I	0
LOC105371747	0
CCL4L1	4
CCL3L1	2
LOC107987437	2
LOC105379634	0
CCL3P1	5
TBC1D3G	0
LOC100420853	0
YWHAEP6	3
LOC105379635	0
CCL4L2	0
CCL3L3	0
TBC1D3B	0
LOC100420851	23
LOC107985056	1
LOC100419980	0
LOC107985055	0
RN7SL301P	0
CCL4	0
LOC101927369	0
CCL3	0
CCL3-AS1	0
CCL18	119
LOC105379599	0
MIR3183	0
LOC105371481	0
LOC112268190	0
ABR	27
TIMM22	0
NXN	1144
RPH3AL-AS1	0
RPH3AL	87
LOC107984761	0
LOC107984089	1
FMN1	80
GREM1-AS1	0
GREM1	5
LOC105370756	0
SCG5-AS1	0
LOC105379633	0
SCG5	0
ARHGAP11A-SCG5	0
ARHGAP11A	0
RN7SL286P	0
GOLGA8N	10
LOC101928042	0
LINC02256	34
WHAMMP1	14
LOC107984723	0
LOC101060588	0
RNU6-18P	0
LOC107984069	3
LOC105370754	0
CHRNA7	12
DEPDC1P1	0
LOC105370753	5
OTUD7A	12
LOC400347	0
UBE2CP4	2
LOC105370939	0
LOC105376707	0
KLF13	301
LOC283710	2
LOC107984092	7
LINC02352	1
LOC107984779	0
MIR211	0
LOC105370752	15
TRPM1	0
RNU6-466P	0
MTMR10	114
FAN1	16
LOC388104	0
LOC100629121	0
HERC2P10	0
RN7SL82P	0
LOC107987436	0
LOC101930434	3
LOC107984025	0
LOC100288637	2
ARHGAP11B	2
RN7SL628P	0
GOLGA8H	1
ARHGAP11B-DT	2
ULK4P1	0
DNM1P29	0
RN7SL196P	0
LOC100288482	0
GOLGA8R	10
LOC105376704	8
MPHOSPH10P3	3
LOC105370750	3
LOC101929944	0
GOLGA8Q	4
DNM1P50	1
ULK4P2	0
LOC105370751	0
CHRFAM7A	1
LOC102724055	3
RNU6-17P	0
LOC728424	17
LINC02249	0
LOC105370747	1
LOC105370746	0
DNM1P30	0
RN7SL469P	0
LOC101929922	0
GOLGA8T	1
ULK4P3	1
DNM1P28	0
RN7SL673P	0
GOLGA8J	1
SYNGR2P1	0
NCAPGP2	19
HMGN2P5	7
TJP1	91
LOC105370743	2
LOC100130111	0
TUBBP8	0
NSMCE3	0
LOC100420707	5
FAM189A1	1
APBA2	5
PDCD6IPP2	20
LOC100289656	1
LOC100996670	0
WHAMMP2	2
RN7SL719P	0
LOC107984746	0
GOLGA8M	3
LOC100419574	0
HERC2P9	1
HERC2P11	0
LOC105369220	0
LOC100132202	0
MPHOSPH10P8	0
GOLGA8G	2
ABCB10P4	0
MIR4509-3	0
LOC101059997	0
MIR4509-2	0
ABCB10P3	1
GOLGA8F	28
MPHOSPH10P7	0
GOLGA6L22	4
LOC101060587	0
HERC2P1	0
RPL41P2	64
HERC2	205
RPL5P32	0
OCA2	7
LOC100421667	0
MIR4509-1	0
ABCB10P1	0
RN7SL106P	0
GOLGA8DP	2
MPHOSPH10P5	0
GOLGA6L1	0
LOC101060118	0
ELMO2P1	5
TUBGCP5	33
PRB1	0
PRB4	0
PRB3	0
LOC100420583	0
LOC107987435	0
TAS2R42	0
TAS2R67P	0
SMIM10L1	79
TAS2R30	0
TAS2R45	0
TAS2R68P	0
TAS2R46	1
TAS2R63P	0
TAS2R31	1
TAS2R19	1
TAS2R20	1
TAS2R50	0
TAS2R15P	0
TAS2R14	0
PRH1-TAS2R14	0
PRH2	0
TAS2R13	0
TAS2R12P	0
PRH1	0
PRR4	0
PRH1-PRR4	0
LOC100420580	0
TAS2R10	0
LOC107984459	0
TAS2R9	0
TAS2R8	0
TAS2R7	0
IFITM10	38
KRTAP5-6	0
LINC02708	0
FAM99B	0
FAM99A	0
KRTAP5-5	0
KRTAP5-4	0
KRTAP5-3	0
KRTAP5-2	0
KRTAP5-1	0
KRTAP5-AS1	0
DUSP8	0
LOC105379626	0
LOC105379586	0
LOC105377775	0
LOC105379627	0
FAM20C	407
LOC105375116	0
LOC105375115	0
LOC100507642	18
LOC102723672	3
LOC105375114	0
LOC101929756	0
LOC105375113	0
LOC107986751	1
LOC105375112	4
LOC102723872	0
RNU1-79P	0
LOC107987429	0
LOC112267926	0
LOC107987427	0
LOC105375006	0
TRA-CGC2-1	0
TRA-AGC4-1	7
LINC00533	0
TRT-CGT3-1	0
TRA-TGC2-1	0
LOC105374996	4
TRA-TGC9-1	0
TRA-AGC3-1	0
TRS-GCT4-1	0
TRQ-TTG2-1	0
ZBED9	0
TRR-TCG5-1	0
LOC107986586	0
TRI-TAT3-1	0
GPX5	0
GPX6	3
PROP1	3
SUDS3P1	3
LOC100128340	1
LOC728554	0
MCCC2	675
HMGN1P12	0
LOC100419852	0
BDP1	15
LOC107987434	0
PMCHL2	1
LINC02197	1
LOC107986421	0
LOC441081	0
GUSBP17	1
LOC107987433	0
GUSBP9	69
CDH12P4	0
NAIPP4	2
GTF2H2	1
NAIPP1	0
NAIP	4
SMN1	5
SERF1A	1
CDH12P3	2
NAIPP2	17
SMN2	0
SERF1B	0
CDH12P2	0
LOC105369228	0
LOC105379023	0
LOC112268330	0
GUSBP1	73
LOC728452	0
LOC728506	1
GUSBP15	6
GUSBP3	0
LOC105379623	0
RARRES2P4	0
FRG2	0
DUX4L9	0
RNA5SP175	0
RNA5SP174	0
TUBB7P	0
MLLT10P2	0
FRG1	3
LINC01881	10
LINC01880	0
LOC105373980	0
LOC285097	0
LINC01238	0
LINC01237	0
LOC101926946	11
LOC105374866	0
LOC112268329	0
OR2G6	5
OR2AS2P	0
OR2T5	0
LOC105373277	0
OR2T3	0
LOC105373279	0
OR2T2	0
OR2T7	0
OR2T1	0
OR2T6	0
OR2T4	0
TBX22	0
LINC00685	6
APOBEC3A_B	0
LOC105373032	0
NCF4	63
NCF4-AS1	0
PVALB	0
NDUFA9P1	0
RPL41P3	0
RBFOX2	54
APOL5	3
MRPS16P3	0
CABIN1	1627
GSTTP2	1
GSTT1	6
GSTT1-AS1	0
LOC391322	0
LOC100420769	1
EIF4EBP1P2	0
MTND1P13	0
GSTT4	0
GSTT2	13
DDT	0
DDTL	0
GSTT2B	33
LOC100652871	0
LOC100129358	0
LOC107985558	0
MIF	0
MIF-AS1	0
RN7SL268P	0
SLC2A11	0
DERL3	1
SMARCB1	0
MMP11	0
LOC107985577	0
CHCHD10	0
C22orf15	23
LINC02557	0
LOC648771	122
FAM230I	0
LINC01659	0
LOC107985555	0
ZDHHC8P1	0
CES5AP1	0
LL22NC03-63E9.3	0
PRAME	0
LOC105379601	0
ZNF280A	0
LOC105379602	0
ZNF280B	0
LOC100736412	0
LOC105379603	7
LOC105379604	2
LOC102725003	6
LOC105379605	0
IGLV5-39	0
IGLV7-43	0
LOC102724999	140
IGLV5-45	10
SNORD159	0
LSS	90
SPATC1L	0
FTCD-AS1	0
FTCD	2
GART	377
DNAJC28	0
RPS5P3	0
TMEM50B	0
IFNGR2	110
C21orf62	0
C21orf62-AS1	0
PAXBP1	304
RNU4-45P	0
LOC100420035	0
LOC105379618	0
LINC00308	0
LOC100134423	5
BTG3-AS1	0
BTG3	196
LOC107987418	0
NEK4P1	0
LOC107985511	0
PCMTD2	125
MYT1	0
LOC105372727	0
NPBWR2	0
OPRL1	2
KCNQ2-AS1	0
LOC105372721	1
KCNQ2	0
LOC105372704	0
TAF4	37
MIR1257	0
CDH4	7
LOC107985440	0
LOC107987425	0
PCAT19	156
TPM3P5	49
PLEKHA3P1	9
LINC01480	2
LOC110467527	0
CEACAM21	6
CEACAMP3	0
DNAJC19P2	0
LOC105372404	2
CEACAM4	6
DNAJC19P3	0
LOC105372405	0
CEACAM7	2
GPI	1080
GARRE1	96
RPL29P33	0
LSM14A	40
ZNF92P2	0
PCGF7P	14
MTDHP5	0
VN1R85P	0
ZNF676	0
BNIP3P30	0
LOC105372328	0
LOC107985324	0
BNIP3P31	0
ZNF43	47
BRI3BPP1	0
CCNYL6	0
ZNF100	1
VN1R84P	0
MTDHP4	0
MTDHP3	0
LOC400682	1
ZNF430	48
LOC112268247	0
KRT18P40	0
ZNF85	0
LOC100418993	0
LOC100418992	0
LOC100418991	0
LOC100418990	0
LOC100418989	0
LOC100418988	0
LOC100418987	0
LOC100418986	0
BNIP3P24	0
ZNF66	16
VN1R79P	0
LOC100533638	0
LOC105372319	0
SBNO2	4
MED16	548
CFD	1
ELANE	1
PRTN3	0
AZU1	0
CTDP1	83
CTDP1-DT	0
LOC284240	0
DSEL	0
LOC100422053	1
RPLP0P11	0
LOC105372115	0
SKA1	0
LOC105372114	0
RNA5SP458	0
TBCD	632
B3GNTL1	18
METRNL	112
SEPTIN9	1498
LOC107984143	0
SEPTIN9-DT	0
LACAT1	0
MYL6P5	0
RDM1P4	0
LOC107984156	0
LOC100294336	11
LOC101929775	11
LOC107984142	7
LOC112268319	3
LOC100996747	1
LOC100996745	2
LOC105371801	0
LOC105371799	3
RN7SL656P	2
LRRC37A	7
LOC107987254	0
LOC100996709	19
NSFP1	0
LOC101929774	1
KRTAP16-1	0
KRTAP17-1	0
TBC1D3P7	0
KRT33A	3
LOC105371778	0
KRT33B	0
KRT34	0
LOC100653049	0
KRT31	3
KRT41P	0
LOC100505782	0
KRT37	0
KRTAP9-3	0
KRTAP9-8	0
KRTAP4-12	0
KRTAP4-11	0
KRTAP4-9	0
KRTAP4-16	0
KRTAP4-8	1
LOC100996750	0
KRTAP2-5P	0
KRTAP2-4	0
KRTAP2-3	0
KRTAP2-2	0
KRTAP2-1	0
KRTAP1-1	0
KRTAP1-3	0
KRTAP1-4	0
KRTAP1-5	0
KRTAP3-1	0
KRTAP3-4P	0
KRTAP3-2	0
KRTAP3-3	0
KRT40	0
KRT39	0
LOC107985072	0
KRT23	0
KRT20	0
KRT12	0
LOC105371777	2
C17orf98	0
MIR4727	0
CWC25	13
PIP4K2B	2
RNU6-866P	0
PSMB3	0
TRN-GTT2-5	0
LOC100287808	0
PCGF2	1
RNA5SP440	0
CISD3	1
MIR4726	0
LOC105371762	0
MLLT6	0
MIR4734	0
LOC105371763	0
LOC105371764	0
EPOP	0
LOC105371761	0
SRCIN1	2
LOC101929494	0
ARHGAP23	15
SOCS7	31
GPR179	1
MRPL45	71
LOC105371760	0
NPEPPSP1	10
TBC1D3	0
LOC102723933	0
RNA5SP526	0
LOC112268325	2
TBC1D3E	8
LOC102723851	0
RNU6-489P	0
YWHAEP7	1
LOC105371757	0
LOC105371754	1
LOC107985009	1
HNF1B	29
LOC105371756	0
LOC105371755	1
MIR378J	0
DDX52	52
SYNRG	19
DUSP14	11
LOC100419621	0
TADA2A	27
C17orf78	0
SNORA90	0
RPL18AP12	63
HMGB1P24	0
RPS2P49	0
ACACA	15
LOC105371753	1
MIR2909	0
AATF	1
LHX1	17
LHX1-DT	6
LOC105371750	13
LOC105379600	0
LOC105371751	0
LOC105376836	8
MRM1	4
LOC107985031	0
DHRS11	1
RPS2P50	0
GGNBP2	22
PIGW	0
MYO19	5
RNA5SP439	0
ZNHIT3	0
LOC105371749	0
TBC1D3JP	0
TBC1D3F	0
RNU6-1192P	0
TBC1D3H	0
LOC100420852	0
LOC102723414	0
LOC101060212	0
CCL23	26
CCL15	0
CCL15-CCL14	0
CCL14	0
CCL16	7
LYZL6	0
RDM1	0
LOC100133244	0
LRRC37A9P	0
LRRC37A8P	0
LOC105371745	0
CCL5	0
LOC105371744	0
LOC107985049	0
HEATR9	0
TAF15	2
MMP28	11
SERPINF1	765
SERPINF2	3
WDR81	191
MIR22	0
MIR22HG	0
TLCD2	0
PRPF8	3
RILP	4
SCARF1	1
RN7SL105P	0
SLC43A2	26
CRK	73
YWHAE	0
ABR-AS1	0
MRPL14P1	1
LOC105371480	0
LOC105371425	0
LOC101929045	3
LINC02091	0
DOC2B	0
SCGB1C2	0
LOC101929828	0
GTF2IP17	0
LOC101929823	0
LINC02887	0
LOC102723777	0
LOC101929817	0
UTP4	177
RNU6-22P	0
SNTB2	432
CES5A	0
CES1	32
LOC107987423	24
LOC441750	0
LOC100133127	0
LOC105371105	0
LOC105371098	0
NPIPA7	1
MIR6511A3	0
PKD1P2	4
MIR6770-2	0
MIR6511A2	0
PKD1P1	18
MIR3180-2	0
MIR3670-2	0
MIR3179-2	0
LOC105371099	0
NOMO3	0
LOC105371100	0
ABCC6	67
RPL17P40	1
ABCC1	71
RPL15P20	0
LOC107984869	30
RNU6-213P	0
CEP20	28
MYH11	5
NDE1	3
MIR484	0
MIR6506	0
MARF1	3
LOC105371102	0
BMERB1	0
MPV17L	9
NPIPA5	5
LOC105371103	5
ABCC6P1	31
ABCC6P2	5
NOMO1	175
MIR3179-1	0
MIR3670-1	0
MIR3180-1	0
MIR1972-1	0
LOC728138	6
NPIPA1	2
MIR3179-3	0
MIR3670-3	0
MIR3180-3	0
LOC102724992	3
MIR6511A1	0
LOC100288162	0
MIR6770-1	0
NPIPA2	6
PKD1	220
LOC102724984	36
MIR1972-2	0
NTAN1	22
RRN3	55
LOC100505915	5
NPIPP1	14
NPIPA8	0
MIR6511B2	0
PKD1P6-NPIPP1	21
PDXDC1	328
MIR4516	4
MIR3180-4	1
LOC105371096	1
LOC105371097	0
LOC107984870	0
LOC100652777	1
NPIPA3	0
LOC105371095	0
PLA2G10	1
RNU7-125P	0
BFAR	4
RN7SL274P	0
LOC107984865	0
LOC105371094	0
LOC107987416	0
PARN	4
CDIP1	12
HMOX2	1
NMRAL1	2
DNAJA3	0
VASN	0
CORO7	1
PAM16	0
CORO7-PAM16	0
GLIS2-AS1	0
GLIS2	12
HS3ST6	0
LINC02124	2
LINC00254	2
CAPN15	351
LINC00235	0
LOC107987417	2
RAB11FIP3	17
DECR2	0
CPEB1	5
RPS17	0
DNM1P38	0
LOC105370926	9
GOLGA2P10	201
CSPG4P10	1
UBE2Q2P6	22
LOC102724034	2
GOLGA6L3	46
GOLGA6L9	70
RPL9P8	3
UBE2Q2P2	14
GOLGA6L4	17
DNM1P41	41
LOC103171574	3
UBE2Q2L	2
LOC440300	28
LOC105379597	6
LOC101929479	38
GOLGA2P7	202
GOLGA6L10	108
DNM1P43	1
ADAMTS7P1	0
MIR4311	0
LOC105370867	0
MEGF11	327
RNU1-119P	0
LOC105370798	0
SORD2P	28
TRIM69	3
LOC100419583	0
MIR10393	0
B2M	2583
PATL2	20
LOC107987422	2
CYFIP1	874
GOLGA8IP	0
RN7SL495P	0
LOC101927846	0
LOC100419579	1
HERC2P2	420
HERC2P7	3
LOC112268161	0
MPHOSPH10P9	1
GOLGA8EP	1
SPATA31E3P	0
LOC441711	70
LOC102724737	0
LOC107987218	0
FAM30C	0
OR4M2B	0
OR4H6P	0
LOC107987217	0
LINC02203	4
OR11J6P	0
OR11J2P	0
MIR5701-2	0
NF1P9	2
LOC105369227	0
LOC107984135	0
VN1R60P	0
RNU6-631P	0
MIR3118-3	0
POTEB3	2
GRAMD4P6	0
CXADRP2	15
LONRF2P4	0
RNU6-1235P	0
LOC105379593	0
LOC646214	12
LOC105370714	1
LOC105370715	0
NBEAP4	12
IGHV5-78	0
MIR5195	0
IGHVIII-76-1	0
IGHV3-76	0
IGHV3-75	0
IGHVII-74-1	0
IGHV3-74	0
IGHV3-73	0
IGHV3-72	0
IGHV3-71	0
IGHV2-70	16
IGHV1-69D	38
IGHV1-69-2	0
IGHV3-69-1	0
IGHV2-70D	0
IGHV1-69	0
IGHV1-68	0
IGHVIII-67-4	0
IGHVIII-67-3	0
IGHVIII-67-2	0
IGHVII-67-1	0
SLC20A1P1	0
IGHV1-67	0
IGHV3-66	0
IGHVII-65-1	0
IGHV3-65	0
LOC102724977	0
IGHV3-64	0
GOLGA4P3	0
IGHV3-63	0
IGHVII-62-1	0
IGHV3-62	0
IGHV4-61	0
IGHVII-60-1	0
RNA5SP389	0
IGHV3-60	0
IGHV4-59	6
IGHV1-58	0
IGHV3-57	0
IGHV7-56	0
IGHV4-55	1
IGHV3-54	0
IGHVII-53-1	0
IGHV3-53	0
IGHV3-52	0
IGHVII-51-2	0
IGHV8-51-1	0
IGHV5-51	0
IGHV3-50	0
IGHVII-49-1	0
IGHV3-49	0
IGHV3-48	0
IGHVIII-47-1	0
IGHV3-47	0
IGHVII-46-1	0
IGHV1-46	0
IGHV1-45	0
IGHVII-44-2	0
IGHVIV-44-1	0
LINC00221	0
IGHVIII-44	0
IGHVII-43-1	0
IGHV3-43	0
IGHV3-42	0
HOMER2P1	0
IGHV3-41	0
IGHVII-40-1	0
